source,ell,r,k,a,b,N,door,r_mod3,m0,m1,v2_door,exact_2_door,cof_primes,gold_primes,match_mod3_rule
germain,5,264881,26488,,,,m0,2,264880,264882,4,False,7;11;43,5;7;11;43,True
germain,5,264931,26493,,,,m1,1,264932,264930,1,True,3;8831,107;619,True
germain,5,264961,26496,,,,m1,1,264962,264960,8,False,3;23,17;7793,True
germain,5,264991,26499,,,,m1,1,264992,264990,1,True,3;11;73,7;13,True
germain,5,265021,26502,,,,m1,1,265022,265020,2,False,3;7;631,132511,True
germain,5,265091,26509,,,,m0,2,265090,265092,1,True,7;541,5;7;541,True
germain,5,265141,26514,,,,m1,1,265142,265140,2,False,3;491,37;3583,True
germain,5,265151,26515,,,,m0,2,265150,265152,1,True,5303,5;5303,True
germain,5,265231,26523,,,,m1,1,265232,265230,1,True,3;7;421,11;137,True
germain,5,265241,26524,,,,m0,2,265240,265242,3,False,19;349,5;19;349,True
germain,5,265261,26526,,,,m1,1,265262,265260,2,False,3;4421,132631,True
germain,5,265271,26527,,,,m0,2,265270,265272,1,True,41;647,5;41;647,True
germain,5,265381,26538,,,,m1,1,265382,265380,2,False,3;4423,13;59;173,True
germain,5,265451,26545,,,,m0,2,265450,265452,1,True,5309,5;5309,True
germain,5,265471,26547,,,,m1,1,265472,265470,1,True,3;8849,17;61,True
germain,5,265511,26551,,,,m0,2,265510,265512,1,True,7;3793,5;7;3793,True
germain,5,265541,26554,,,,m0,2,265540,265542,2,False,11;17;71,5;11;17;71,True
germain,5,265561,26556,,,,m1,1,265562,265560,3,False,3;2213,11;12071,True
germain,5,265571,26557,,,,m0,2,265570,265572,1,True,26557,5;26557,True
germain,5,265621,26562,,,,m1,1,265622,265620,2,False,3;19;233,7;18973,True
germain,5,265711,26571,,,,m1,1,265712,265710,1,True,3;17;521,16607,True
germain,5,265781,26578,,,,m0,2,265780,265782,2,False,97;137,5;97;137,True
germain,5,265831,26583,,,,m1,1,265832,265830,1,True,3;8861,7;47;101,True
germain,5,265841,26584,,,,m0,2,265840,265842,4,False,3323,5;3323,True
germain,5,265861,26586,,,,m1,1,265862,265860,2,False,3;7;211,307;433,True
germain,5,265871,26587,,,,m0,2,265870,265872,1,True,11;2417,5;11;2417,True
germain,5,265891,26589,,,,m1,1,265892,265890,1,True,3;8863,11;6043,True
germain,5,265921,26592,,,,m1,1,265922,265920,6,False,3;277,132961,True
germain,5,265961,26596,,,,m0,2,265960,265962,3,False,61;109,5;61;109,True
germain,5,266051,26605,,,,m0,2,266050,266052,1,True,17;313,5;17;313,True
germain,5,266081,26608,,,,m0,2,266080,266082,5,False,1663,5;1663,True
germain,5,266111,26611,,,,m0,2,266110,266112,1,True,13;23;89,5;13;23;89,True
germain,5,266221,26622,,,,m1,1,266222,266220,2,False,3;17;29,11;12101,True
germain,5,266261,26626,,,,m0,2,266260,266262,2,False,13313,5;13313,True
germain,5,266281,26628,,,,m1,1,266282,266280,3,False,3;7;317,211;631,True
germain,5,266291,26629,,,,m0,2,266290,266292,1,True,31;859,5;31;859,True
germain,5,266351,26635,,,,m0,2,266350,266352,1,True,7;761,5;7;761,True
germain,5,266381,26638,,,,m0,2,266380,266382,2,False,19;701,5;19;701,True
germain,5,266401,26640,,,,m1,1,266402,266400,5,False,3;37,133201,True
germain,5,266411,26641,,,,m0,2,266410,266412,1,True,26641,5;26641,True
germain,5,266491,26649,,,,m1,1,266492,266490,1,True,3;7;47,17;3919,True
germain,5,266521,26652,,,,m1,1,266522,266520,3,False,3;2221,133261,True
germain,5,266641,26664,,,,m1,1,266642,266640,4,False,3;11;101,133321,True
germain,5,266671,26667,,,,m1,1,266672,266670,1,True,3;2963,7;2381,True
germain,5,266681,26668,,,,m0,2,266680,266682,3,False,59;113,5;59;113,True
germain,5,266701,26670,,,,m1,1,266702,266700,2,False,3;7;127,133351,True
germain,5,266711,26671,,,,m0,2,266710,266712,1,True,149;179,5;149;179,True
germain,5,266801,26680,,,,m0,2,266800,266802,4,False,23;29,5;23;29,True
germain,5,266821,26682,,,,m1,1,266822,266820,2,False,3;4447,89;1499,True
germain,5,266891,26689,,,,m0,2,266890,266892,1,True,13;2053,5;13;2053,True
germain,5,266921,26692,,,,m0,2,266920,266922,3,False,6673,5;6673,True
germain,5,266971,26697,,,,m1,1,266972,266970,1,True,3;11;809,31;2153,True
germain,5,267131,26713,,,,m0,2,267130,267132,1,True,26713,5;26713,True
germain,5,267271,26727,,,,m1,1,267272,267270,1,True,3;59;151,33409,True
germain,5,267301,26730,,,,m1,1,267302,267300,2,False,3;11,7;61;313,True
germain,5,267341,26734,,,,m0,2,267340,267342,2,False,13367,5;13367,True
germain,5,267391,26739,,,,m1,1,267392,267390,1,True,3;2971,2089,True
germain,5,267401,26740,,,,m0,2,267400,267402,3,False,7;191,5;7;191,True
germain,5,267431,26743,,,,m0,2,267430,267432,1,True,47;569,5;47;569,True
germain,5,267451,26745,,,,m1,1,267452,267450,1,True,3;1783,66863,True
germain,5,267481,26748,,,,m1,1,267482,267480,3,False,3;743,19;7039,True
germain,5,267511,26751,,,,m1,1,267512,267510,1,True,3;37;241,7;17;281,True
germain,5,267521,26752,,,,m0,2,267520,267522,8,False,11;19,5;11;19,True
germain,5,267541,26754,,,,m1,1,267542,267540,2,False,3;7;13,11;12161,True
germain,5,267551,26755,,,,m0,2,267550,267552,1,True,5351,5;5351,True
germain,5,267581,26758,,,,m0,2,267580,267582,2,False,17;787,5;17;787,True
germain,5,267601,26760,,,,m1,1,267602,267600,4,False,3;223,133801,True
germain,5,267611,26761,,,,m0,2,267610,267612,1,True,7;3823,5;7;3823,True
germain,5,267661,26766,,,,m1,1,267662,267660,2,False,3;1487,133831,True
germain,5,267671,26767,,,,m0,2,267670,267672,1,True,13;29;71,5;13;29;71,True
germain,5,267721,26772,,,,m1,1,267722,267720,3,False,3;23;97,7;13;1471,True
germain,5,267781,26778,,,,m1,1,267782,267780,2,False,3;4463,191;701,True
germain,5,267791,26779,,,,m0,2,267790,267792,1,True,61;439,5;61;439,True
germain,5,267811,26781,,,,m1,1,267812,267810,1,True,3;79;113,23;41;71,True
germain,5,267901,26790,,,,m1,1,267902,267900,2,False,3;19;47,29;31;149,True
germain,5,267941,26794,,,,m0,2,267940,267942,2,False,13397,5;13397,True
germain,5,267961,26796,,,,m1,1,267962,267960,3,False,3;7;11;29,133981,True
germain,5,268091,26809,,,,m0,2,268090,268092,1,True,17;19;83,5;17;19;83,True
germain,5,268171,26817,,,,m1,1,268172,268170,1,True,3;7;1277,67043,True
germain,5,268211,26821,,,,m0,2,268210,268212,1,True,26821,5;26821,True
germain,5,268271,26827,,,,m0,2,268270,268272,1,True,139;193,5;139;193,True
germain,5,268291,26829,,,,m1,1,268292,268290,1,True,3;11;271,67073,True
germain,5,268501,26850,,,,m1,1,268502,268500,2,False,3;179,13;23;449,True
germain,5,268531,26853,,,,m1,1,268532,268530,1,True,3;8951,11;17;359,True
germain,5,268661,26866,,,,m0,2,268660,268662,2,False,7;19;101,5;7;19;101,True
germain,5,268721,26872,,,,m0,2,268720,268722,4,False,3359,5;3359,True
germain,5,268771,26877,,,,m1,1,268772,268770,1,True,3;17;31,7;29;331,True
germain,5,268781,26878,,,,m0,2,268780,268782,2,False,89;151,5;89;151,True
germain,5,268811,26881,,,,m0,2,268810,268812,1,True,26881,5;26881,True
germain,5,268841,26884,,,,m0,2,268840,268842,3,False,11;13;47,5;11;13;47,True
germain,5,268861,26886,,,,m1,1,268862,268860,2,False,3;4481,11;101,True
germain,5,268921,26892,,,,m1,1,268922,268920,3,False,3;83,43;53;59,True
germain,5,269041,26904,,,,m1,1,269042,269040,4,False,3;19;59,17;41;193,True
germain,5,269131,26913,,,,m1,1,269132,269130,1,True,3;8971,61;1103,True
germain,5,269141,26914,,,,m0,2,269140,269142,2,False,13457,5;13457,True
germain,5,269201,26920,,,,m0,2,269200,269202,4,False,673,5;673,True
germain,5,269221,26922,,,,m1,1,269222,269220,2,False,3;7;641,227;593,True
germain,5,269231,26923,,,,m0,2,269230,269232,1,True,13;19;109,5;13;19;109,True
germain,5,269251,26925,,,,m1,1,269252,269250,1,True,3;359,83;811,True
germain,5,269281,26928,,,,m1,1,269282,269280,5,False,3;11;17,13;10357,True
germain,5,269341,26934,,,,m1,1,269342,269340,2,False,3;67,137;983,True
germain,5,269351,26935,,,,m0,2,269350,269352,1,True,5387,5;5387,True
germain,5,269431,26943,,,,m1,1,269432,269430,1,True,3;7;1283,33679,True
germain,5,269441,26944,,,,m0,2,269440,269442,7,False,421,5;421,True
germain,5,269461,26946,,,,m1,1,269462,269460,2,False,3;499,134731,True
germain,5,269561,26956,,,,m0,2,269560,269562,3,False,23;293,5;23;293,True
germain,5,269641,26964,,,,m1,1,269642,269640,3,False,3;7;107,29;4649,True
germain,5,269651,26965,,,,m0,2,269650,269652,1,True,5393,5;5393,True
germain,5,269701,26970,,,,m1,1,269702,269700,2,False,3;29;31,134851,True
germain,5,269741,26974,,,,m0,2,269740,269742,2,False,13487,5;13487,True
germain,5,269761,26976,,,,m1,1,269762,269760,6,False,3;281,19;31;229,True
germain,5,269791,26979,,,,m1,1,269792,269790,1,True,3;17;23,8431,True
germain,5,269851,26985,,,,m1,1,269852,269850,1,True,3;7;257,11;6133,True
germain,5,269891,26989,,,,m0,2,269890,269892,1,True,137;197,5;137;197,True
germain,5,269981,26998,,,,m0,2,269980,269982,2,False,13499,5;13499,True
germain,5,270001,27000,,,,m1,1,270002,270000,4,False,3,127;1063,True
germain,5,270031,27003,,,,m1,1,270032,270030,1,True,3;9001,7;2411,True
germain,5,270071,27007,,,,m0,2,270070,270072,1,True,113;239,5;113;239,True
germain,5,270121,27012,,,,m1,1,270122,270120,3,False,3;2251,131;1031,True
germain,5,270131,27013,,,,m0,2,270130,270132,1,True,7;17;227,5;7;17;227,True
germain,5,270191,27019,,,,m0,2,270190,270192,1,True,41;659,5;41;659,True
germain,5,270241,27024,,,,m1,1,270242,270240,5,False,3;563,7;97;199,True
germain,5,270271,27027,,,,m1,1,270272,270270,1,True,3;7;11;13,41;103,True
germain,5,270311,27031,,,,m0,2,270310,270312,1,True,27031,5;27031,True
germain,5,270371,27037,,,,m0,2,270370,270372,1,True,19;1423,5;19;1423,True
germain,5,270421,27042,,,,m1,1,270422,270420,2,False,3;4507,135211,True
germain,5,270451,27045,,,,m1,1,270452,270450,1,True,3;601,7;13;743,True
germain,5,270461,27046,,,,m0,2,270460,270462,2,False,13523,5;13523,True
germain,5,270551,27055,,,,m0,2,270550,270552,1,True,7;773,5;7;773,True
germain,5,270601,27060,,,,m1,1,270602,270600,3,False,3;11;41,135301,True
germain,5,270631,27063,,,,m1,1,270632,270630,1,True,3;31;97,33829,True
germain,5,270701,27070,,,,m0,2,270700,270702,2,False,2707,5;2707,True
germain,5,270761,27076,,,,m0,2,270760,270762,3,False,7;967,5;7;967,True
germain,5,270791,27079,,,,m0,2,270790,270792,1,True,13;2083,5;13;2083,True
germain,5,270821,27082,,,,m0,2,270820,270822,2,False,11;1231,5;11;1231,True
germain,5,270841,27084,,,,m1,1,270842,270840,3,False,3;37;61,11;13;947,True
germain,5,270931,27093,,,,m1,1,270932,270930,1,True,3;11;821,67733,True
germain,5,270961,27096,,,,m1,1,270962,270960,4,False,3;1129,61;2221,True
germain,5,271021,27102,,,,m1,1,271022,271020,2,False,3;4517,135511,True
germain,5,271181,27118,,,,m0,2,271180,271182,2,False,7;13;149,5;7;13;149,True
germain,5,271211,27121,,,,m0,2,271210,271212,1,True,37;733,5;37;733,True
germain,5,271231,27123,,,,m1,1,271232,271230,1,True,3;9041,13;163,True
germain,5,271241,27124,,,,m0,2,271240,271242,3,False,6781,5;6781,True
germain,5,271261,27126,,,,m1,1,271262,271260,2,False,3;11;137,23;5897,True
germain,5,271351,27135,,,,m1,1,271352,271350,1,True,3;67,107;317,True
germain,5,271451,27145,,,,m0,2,271450,271452,1,True,61;89,5;61;89,True
germain,5,271471,27147,,,,m1,1,271472,271470,1,True,3;9049,19;47,True
germain,5,271501,27150,,,,m1,1,271502,271500,2,False,3;181,7;11;41;43,True
germain,5,271571,27157,,,,m0,2,271570,271572,1,True,13;2089,5;13;2089,True
germain,5,271651,27165,,,,m1,1,271652,271650,1,True,3;1811,113;601,True
germain,5,271771,27177,,,,m1,1,271772,271770,1,True,3;9059,67943,True
germain,5,271811,27181,,,,m0,2,271810,271812,1,True,7;11;353,5;7;11;353,True
germain,5,271841,27184,,,,m0,2,271840,271842,5,False,1699,5;1699,True
germain,5,271861,27186,,,,m1,1,271862,271860,2,False,3;23;197,181;751,True
germain,5,271981,27198,,,,m1,1,271982,271980,2,False,3;1511,239;569,True
germain,5,272011,27201,,,,m1,1,272012,272010,1,True,3;9067,13;5231,True
germain,5,272131,27213,,,,m1,1,272132,272130,1,True,3;47;193,7;9719,True
germain,5,272141,27214,,,,m0,2,272140,272142,2,False,11;1237,5;11;1237,True
germain,5,272171,27217,,,,m0,2,272170,272172,1,True,17;1601,5;17;1601,True
germain,5,272191,27219,,,,m1,1,272192,272190,1,True,3;43;211,4253,True
germain,5,272201,27220,,,,m0,2,272200,272202,3,False,1361,5;1361,True
germain,5,272231,27223,,,,m0,2,272230,272232,1,True,7;3889,5;7;3889,True
germain,5,272341,27234,,,,m1,1,272342,272340,2,False,3;17;89,7;397,True
germain,5,272351,27235,,,,m0,2,272350,272352,1,True,13;419,5;13;419,True
germain,5,272381,27238,,,,m0,2,272380,272382,2,False,13619,5;13619,True
germain,5,272411,27241,,,,m0,2,272410,272412,1,True,27241,5;27241,True
germain,5,272581,27258,,,,m1,1,272582,272580,2,False,3;7;11;59,73;1867,True
germain,5,272621,27262,,,,m0,2,272620,272622,2,False,43;317,5;43;317,True
germain,5,272651,27265,,,,m0,2,272650,272652,1,True,7;19;41,5;7;19;41,True
germain,5,272761,27276,,,,m1,1,272762,272760,3,False,3;2273,7;19483,True
germain,5,272771,27277,,,,m0,2,272770,272772,1,True,27277,5;27277,True
germain,5,272911,27291,,,,m1,1,272912,272910,1,True,3;11;827,37;461,True
germain,5,272971,27297,,,,m1,1,272972,272970,1,True,3;337,7;9749,True
germain,5,272981,27298,,,,m0,2,272980,272982,2,False,13649,5;13649,True
germain,5,273001,27300,,,,m1,1,273002,273000,3,False,3;7;13,136501,True
germain,5,273061,27306,,,,m1,1,273062,273060,2,False,3;37;41,136531,True
germain,5,273131,27313,,,,m0,2,273130,273132,1,True,11;13;191,5;11;13;191,True
germain,5,273181,27318,,,,m1,1,273182,273180,2,False,3;29;157,7;13;19;79,True
germain,5,273271,27327,,,,m1,1,273272,273270,1,True,3;9109,34159,True
germain,5,273281,27328,,,,m0,2,273280,273282,7,False,7;61,5;7;61,True
germain,5,273311,27331,,,,m0,2,273310,273312,1,True,151;181,5;151;181,True
germain,5,273521,27352,,,,m0,2,273520,273522,4,False,13;263,5;13;263,True
germain,5,273551,27355,,,,m0,2,273550,273552,1,True,5471,5;5471,True
germain,5,273601,27360,,,,m1,1,273602,273600,6,False,3;19,7;19543,True
germain,5,273641,27364,,,,m0,2,273640,273642,3,False,6841,5;6841,True
germain,5,273821,27382,,,,m0,2,273820,273822,2,False,13691,5;13691,True
germain,5,273881,27388,,,,m0,2,273880,273882,3,False,41;167,5;41;167,True
germain,5,273901,27390,,,,m1,1,273902,273900,2,False,3;11;83,136951,True
germain,5,273941,27394,,,,m0,2,273940,273942,2,False,13697,5;13697,True
germain,5,273971,27397,,,,m0,2,273970,273972,1,True,27397,5;27397,True
germain,5,274061,27406,,,,m0,2,274060,274062,2,False,71;193,5;71;193,True
germain,5,274081,27408,,,,m1,1,274082,274080,5,False,3;571,43;3187,True
germain,5,274121,27412,,,,m0,2,274120,274122,3,False,7;11;89,5;7;11;89,True
germain,5,274171,27417,,,,m1,1,274172,274170,1,True,3;13;19;37,68543,True
germain,5,274201,27420,,,,m1,1,274202,274200,3,False,3;457,71;1931,True
germain,5,274271,27427,,,,m0,2,274270,274272,1,True,27427,5;27427,True
germain,5,274301,27430,,,,m0,2,274300,274302,2,False,13;211,5;13;211,True
germain,5,274361,27436,,,,m0,2,274360,274362,3,False,19,5;19,True
germain,5,274441,27444,,,,m1,1,274442,274440,3,False,3;2287,7;19603,True
germain,5,274451,27445,,,,m0,2,274450,274452,1,True,11;499,5;11;499,True
germain,5,274471,27447,,,,m1,1,274472,274470,1,True,3;7;1307,11;3119,True
germain,5,274591,27459,,,,m1,1,274592,274590,1,True,3;113,8581,True
germain,5,274661,27466,,,,m0,2,274660,274662,2,False,31;443,5;31;443,True
germain,5,274711,27471,,,,m1,1,274712,274710,1,True,3;9157,23;1493,True
germain,5,274751,27475,,,,m0,2,274750,274752,1,True,7;157,5;7;157,True
germain,5,274811,27481,,,,m0,2,274810,274812,1,True,27481,5;27481,True
germain,5,274831,27483,,,,m1,1,274832,274830,1,True,3;9161,89;193,True
germain,5,274861,27486,,,,m1,1,274862,274860,2,False,3;509,7;29;677,True
germain,5,274871,27487,,,,m0,2,274870,274872,1,True,27487,5;27487,True
germain,5,274931,27493,,,,m0,2,274930,274932,1,True,19;1447,5;19;1447,True
germain,5,274951,27495,,,,m1,1,274952,274950,1,True,3;13;47,34369,True
germain,5,274961,27496,,,,m0,2,274960,274962,4,False,7;491,5;7;491,True
germain,5,275131,27513,,,,m1,1,275132,275130,1,True,3;1019,11;13;37,True
germain,5,275161,27516,,,,m1,1,275162,275160,3,False,3;2293,17;8093,True
germain,5,275201,27520,,,,m0,2,275200,275202,8,False,43,5;43,True
germain,5,275251,27525,,,,m1,1,275252,275250,1,True,3;367,68813,True
germain,5,275321,27532,,,,m0,2,275320,275322,3,False,6883,5;6883,True
germain,5,275371,27537,,,,m1,1,275372,275370,1,True,3;67;137,43;1601,True
germain,5,275461,27546,,,,m1,1,275462,275460,2,False,3;4591,11;19;659,True
germain,5,275491,27549,,,,m1,1,275492,275490,1,True,3;3061,7;9839,True
germain,5,275521,27552,,,,m1,1,275522,275520,6,False,3;7;41,13;10597,True
germain,5,275531,27553,,,,m0,2,275530,275532,1,True,59;467,5;59;467,True
germain,5,275581,27558,,,,m1,1,275582,275580,2,False,3;1531,137791,True
germain,5,275591,27559,,,,m0,2,275590,275592,1,True,7;31;127,5;7;31;127,True
germain,5,275641,27564,,,,m1,1,275642,275640,3,False,3;2297,283;487,True
germain,5,275651,27565,,,,m0,2,275650,275652,1,True,37;149,5;37;149,True
germain,5,275711,27571,,,,m0,2,275710,275712,1,True,79;349,5;79;349,True
germain,5,275741,27574,,,,m0,2,275740,275742,2,False,17;811,5;17;811,True
germain,5,275881,27588,,,,m1,1,275882,275880,3,False,3;11;19,137941,True
germain,5,275911,27591,,,,m1,1,275912,275910,1,True,3;17;541,7;13;379,True
germain,5,275921,27592,,,,m0,2,275920,275922,4,False,3449,5;3449,True
germain,5,275941,27594,,,,m1,1,275942,275940,2,False,3;7;73,281;491,True
germain,5,275981,27598,,,,m0,2,275980,275982,2,False,13799,5;13799,True
germain,5,276011,27601,,,,m0,2,276010,276012,1,True,7;3943,5;7;3943,True
germain,5,276041,27604,,,,m0,2,276040,276042,3,False,67;103,5;67;103,True
germain,5,276091,27609,,,,m1,1,276092,276090,1,True,3;9203,23;3001,True
germain,5,276151,27615,,,,m1,1,276152,276150,1,True,3;7;263,34519,True
germain,5,276181,27618,,,,m1,1,276182,276180,2,False,3;4603,17;8123,True
germain,5,276191,27619,,,,m0,2,276190,276192,1,True,71;389,5;71;389,True
germain,5,276251,27625,,,,m0,2,276250,276252,1,True,13;17,5;13;17,True
germain,5,276371,27637,,,,m0,2,276370,276372,1,True,29;953,5;29;953,True
germain,5,276401,27640,,,,m0,2,276400,276402,4,False,691,5;691,True
germain,5,276461,27646,,,,m0,2,276460,276462,2,False,23;601,5;23;601,True
germain,5,276581,27658,,,,m0,2,276580,276582,2,False,13829,5;13829,True
germain,5,276671,27667,,,,m0,2,276670,276672,1,True,73;379,5;73;379,True
germain,5,276721,27672,,,,m1,1,276722,276720,4,False,3;1153,83;1667,True
germain,5,276781,27678,,,,m1,1,276782,276780,2,False,3;7;659,11;23;547,True
germain,5,276821,27682,,,,m0,2,276820,276822,2,False,13841,5;13841,True
germain,5,276901,27690,,,,m1,1,276902,276900,2,False,3;13;71,138451,True
germain,5,276961,27696,,,,m1,1,276962,276960,5,False,3;577,7;73;271,True
germain,5,277021,27702,,,,m1,1,277022,277020,2,False,3;19,138511,True
germain,5,277051,27705,,,,m1,1,277052,277050,1,True,3;1847,69263,True
germain,5,277231,27723,,,,m1,1,277232,277230,1,True,3;9241,17327,True
germain,5,277261,27726,,,,m1,1,277262,277260,2,False,3;4621,157;883,True
germain,5,277301,27730,,,,m0,2,277300,277302,2,False,47;59,5;47;59,True
germain,5,277331,27733,,,,m0,2,277330,277332,1,True,27733,5;27733,True
germain,5,277411,27741,,,,m1,1,277412,277410,1,True,3;7;1321,223;311,True
germain,5,277421,27742,,,,m0,2,277420,277422,2,False,11;13;97,5;11;13;97,True
germain,5,277531,27753,,,,m1,1,277532,277530,1,True,3;11;29,69383,True
germain,5,277601,27760,,,,m0,2,277600,277602,5,False,347,5;347,True
germain,5,277691,27769,,,,m0,2,277690,277692,1,True,7;3967,5;7;3967,True
germain,5,277741,27774,,,,m1,1,277742,277740,2,False,3;1543,19;7309,True
germain,5,277751,27775,,,,m0,2,277750,277752,1,True,11;101,5;11;101,True
germain,5,277891,27789,,,,m1,1,277892,277890,1,True,3;59;157,69473,True
germain,5,277961,27796,,,,m0,2,277960,277962,3,False,6949,5;6949,True
germain,5,278041,27804,,,,m1,1,278042,278040,3,False,3;7;331,139021,True
germain,5,278051,27805,,,,m0,2,278050,278052,1,True,67;83,5;67;83,True
germain,5,278071,27807,,,,m1,1,278072,278070,1,True,3;13;23;31,34759,True
germain,5,278111,27811,,,,m0,2,278110,278112,1,True,7;29;137,5;7;29;137,True
germain,5,278191,27819,,,,m1,1,278192,278190,1,True,3;11;281,17387,True
germain,5,278261,27826,,,,m0,2,278260,278262,2,False,13913,5;13913,True
