source,ell,r,k,a,b,N,door,r_mod3,m0,m1,v2_door,exact_2_door,cof_primes,gold_primes,match_mod3_rule
germain,5,247451,24745,,,,m0,2,247450,247452,1,True,7;101,5;7;101,True
germain,5,247501,24750,,,,m1,1,247502,247500,2,False,3;11,47;2633,True
germain,5,247531,24753,,,,m1,1,247532,247530,1,True,3;37;223,19;3257,True
germain,5,247591,24759,,,,m1,1,247592,247590,1,True,3;7;131,30949,True
germain,5,247601,24760,,,,m0,2,247600,247602,4,False,619,5;619,True
germain,5,247651,24765,,,,m1,1,247652,247650,1,True,3;13;127,101;613,True
germain,5,247691,24769,,,,m0,2,247690,247692,1,True,17;31;47,5;17;31;47,True
germain,5,247711,24771,,,,m1,1,247712,247710,1,True,3;23;359,7741,True
germain,5,247771,24777,,,,m1,1,247772,247770,1,True,3;2753,7;8849,True
germain,5,247781,24778,,,,m0,2,247780,247782,2,False,13;953,5;13;953,True
germain,5,247811,24781,,,,m0,2,247810,247812,1,True,24781,5;24781,True
germain,5,247901,24790,,,,m0,2,247900,247902,2,False,37;67,5;37;67,True
germain,5,247991,24799,,,,m0,2,247990,247992,1,True,24799,5;24799,True
germain,5,248021,24802,,,,m0,2,248020,248022,2,False,12401,5;12401,True
germain,5,248041,24804,,,,m1,1,248042,248040,3,False,3;13;53,124021,True
germain,5,248051,24805,,,,m0,2,248050,248052,1,True,11;41,5;11;41,True
germain,5,248071,24807,,,,m1,1,248072,248070,1,True,3;8269,11;2819,True
germain,5,248141,24814,,,,m0,2,248140,248142,2,False,19;653,5;19;653,True
germain,5,248161,24816,,,,m1,1,248162,248160,5,False,3;11;47,167;743,True
germain,5,248201,24820,,,,m0,2,248200,248202,3,False,17;73,5;17;73,True
germain,5,248231,24823,,,,m0,2,248230,248232,1,True,103;241,5;103;241,True
germain,5,248291,24829,,,,m0,2,248290,248292,1,True,7;3547,5;7;3547,True
germain,5,248351,24835,,,,m0,2,248350,248352,1,True,4967,5;4967,True
germain,5,248371,24837,,,,m1,1,248372,248370,1,True,3;17;487,31;2003,True
germain,5,248401,24840,,,,m1,1,248402,248400,4,False,3;23,7;11;1613,True
germain,5,248431,24843,,,,m1,1,248432,248430,1,True,3;7;13,15527,True
germain,5,248441,24844,,,,m0,2,248440,248442,3,False,6211,5;6211,True
germain,5,248461,24846,,,,m1,1,248462,248460,2,False,3;41;101,124231,True
germain,5,248621,24862,,,,m0,2,248620,248622,2,False,31;401,5;31;401,True
germain,5,248641,24864,,,,m1,1,248642,248640,6,False,3;7;37,17;71;103,True
germain,5,248701,24870,,,,m1,1,248702,248700,2,False,3;829,124351,True
germain,5,248821,24882,,,,m1,1,248822,248820,2,False,3;11;13;29,7;2539,True
germain,5,248851,24885,,,,m1,1,248852,248850,1,True,3;7;79,62213,True
germain,5,248861,24886,,,,m0,2,248860,248862,2,False,23;541,5;23;541,True
germain,5,248891,24889,,,,m0,2,248890,248892,1,True,24889,5;24889,True
germain,5,248971,24897,,,,m1,1,248972,248970,1,True,3;43;193,67;929,True
germain,5,248981,24898,,,,m0,2,248980,248982,2,False,59;211,5;59;211,True
germain,5,249131,24913,,,,m0,2,249130,249132,1,True,7;3559,5;7;3559,True
germain,5,249181,24918,,,,m1,1,249182,249180,2,False,3;4153,23;5417,True
germain,5,249211,24921,,,,m1,1,249212,249210,1,True,3;13;71,62303,True
germain,5,249311,24931,,,,m0,2,249310,249312,1,True,107;233,5;107;233,True
germain,5,249341,24934,,,,m0,2,249340,249342,2,False,7;13;137,5;7;13;137,True
germain,5,249421,24942,,,,m1,1,249422,249420,2,False,3;4157,311;401,True
germain,5,249521,24952,,,,m0,2,249520,249522,4,False,3119,5;3119,True
germain,5,249541,24954,,,,m1,1,249542,249540,2,False,3;4159,124771,True
germain,5,249671,24967,,,,m0,2,249670,249672,1,True,24967,5;24967,True
germain,5,249721,24972,,,,m1,1,249722,249720,3,False,3;2081,11;11351,True
germain,5,249811,24981,,,,m1,1,249812,249810,1,True,3;11;757,19;173,True
germain,5,249871,24987,,,,m1,1,249872,249870,1,True,3;8329,7;23;97,True
germain,5,249881,24988,,,,m0,2,249880,249882,3,False,6247,5;6247,True
germain,5,249911,24991,,,,m0,2,249910,249912,1,True,67;373,5;67;373,True
germain,5,249971,24997,,,,m0,2,249970,249972,1,True,7;3571,5;7;3571,True
germain,5,250031,25003,,,,m0,2,250030,250032,1,True,11;2273,5;11;2273,True
germain,5,250051,25005,,,,m1,1,250052,250050,1,True,3;1667,11;5683,True
germain,5,250091,25009,,,,m0,2,250090,250092,1,True,89;281,5;89;281,True
germain,5,250301,25030,,,,m0,2,250300,250302,2,False,2503,5;2503,True
germain,5,250361,25036,,,,m0,2,250360,250362,3,False,11;569,5;11;569,True
germain,5,250441,25044,,,,m1,1,250442,250440,3,False,3;2087,125221,True
germain,5,250451,25045,,,,m0,2,250450,250452,1,True,5009,5;5009,True
germain,5,250501,25050,,,,m1,1,250502,250500,2,False,3;167,7;29;617,True
germain,5,250681,25068,,,,m1,1,250682,250680,3,False,3;2089,17;73;101,True
germain,5,250721,25072,,,,m0,2,250720,250722,5,False,1567,5;1567,True
germain,5,250741,25074,,,,m1,1,250742,250740,2,False,3;7;199,125371,True
germain,5,250751,25075,,,,m0,2,250750,250752,1,True,17;59,5;17;59,True
germain,5,250841,25084,,,,m0,2,250840,250842,3,False,6271,5;6271,True
germain,5,250871,25087,,,,m0,2,250870,250872,1,True,25087,5;25087,True
germain,5,250951,25095,,,,m1,1,250952,250950,1,True,3;7;239,13;19;127,True
germain,5,251051,25105,,,,m0,2,251050,251052,1,True,5021,5;5021,True
germain,5,251071,25107,,,,m1,1,251072,251070,1,True,3;8369,3923,True
germain,5,251081,25108,,,,m0,2,251080,251082,3,False,6277,5;6277,True
germain,5,251171,25117,,,,m0,2,251170,251172,1,True,25117,5;25117,True
germain,5,251191,25119,,,,m1,1,251192,251190,1,True,3;2791,17;1847,True
germain,5,251201,25120,,,,m0,2,251200,251202,6,False,157,5;157,True
germain,5,251221,25122,,,,m1,1,251222,251220,2,False,3;53;79,59;2129,True
germain,5,251231,25123,,,,m0,2,251230,251232,1,True,7;37;97,5;7;37;97,True
germain,5,251261,25126,,,,m0,2,251260,251262,2,False,17;739,5;17;739,True
germain,5,251291,25129,,,,m0,2,251290,251292,1,True,13;1933,5;13;1933,True
germain,5,251431,25143,,,,m1,1,251432,251430,1,True,3;17;29,53;593,True
germain,5,251491,25149,,,,m1,1,251492,251490,1,True,3;83;101,62873,True
germain,5,251501,25150,,,,m0,2,251500,251502,2,False,503,5;503,True
germain,5,251561,25156,,,,m0,2,251560,251562,3,False,19;331,5;19;331,True
germain,5,251611,25161,,,,m1,1,251612,251610,1,True,3;8387,62903,True
germain,5,251621,25162,,,,m0,2,251620,251622,2,False,23;547,5;23;547,True
germain,5,251701,25170,,,,m1,1,251702,251700,2,False,3;839,11;17;673,True
germain,5,251761,25176,,,,m1,1,251762,251760,4,False,3;1049,7;367,True
germain,5,251791,25179,,,,m1,1,251792,251790,1,True,3;7;11;109,15737,True
germain,5,251831,25183,,,,m0,2,251830,251832,1,True,25183,5;25183,True
germain,5,251861,25186,,,,m0,2,251860,251862,2,False,7;257,5;7;257,True
germain,5,251941,25194,,,,m1,1,251942,251940,2,False,3;13;17;19,23;5477,True
germain,5,251971,25197,,,,m1,1,251972,251970,1,True,3;37;227,7;8999,True
germain,5,252001,25200,,,,m1,1,252002,252000,5,False,3;7,126001,True
germain,5,252101,25210,,,,m0,2,252100,252102,2,False,2521,5;2521,True
germain,5,252151,25215,,,,m1,1,252152,252150,1,True,3;41,43;733,True
germain,5,252181,25218,,,,m1,1,252182,252180,2,False,3;467,7;18013,True
germain,5,252341,25234,,,,m0,2,252340,252342,2,False,11;31;37,5;11;31;37,True
germain,5,252391,25239,,,,m1,1,252392,252390,1,True,3;47;179,7;4507,True
germain,5,252401,25240,,,,m0,2,252400,252402,4,False,631,5;631,True
germain,5,252431,25243,,,,m0,2,252430,252432,1,True,25243,5;25243,True
germain,5,252481,25248,,,,m1,1,252482,252480,6,False,3;263,126241,True
germain,5,252541,25254,,,,m1,1,252542,252540,2,False,3;23;61,126271,True
germain,5,252611,25261,,,,m0,2,252610,252612,1,True,25261,5;25261,True
germain,5,252641,25264,,,,m0,2,252640,252642,5,False,1579,5;1579,True
germain,5,252691,25269,,,,m1,1,252692,252690,1,True,3;8423,11;5743,True
germain,5,252731,25273,,,,m0,2,252730,252732,1,True,127;199,5;127;199,True
germain,5,252761,25276,,,,m0,2,252760,252762,3,False,71;89,5;71;89,True
germain,5,252881,25288,,,,m0,2,252880,252882,4,False,29;109,5;29;109,True
germain,5,252911,25291,,,,m0,2,252910,252912,1,True,7;3613,5;7;3613,True
germain,5,252971,25297,,,,m0,2,252970,252972,1,True,41;617,5;41;617,True
germain,5,253081,25308,,,,m1,1,253082,253080,3,False,3;19;37,126541,True
germain,5,253321,25332,,,,m1,1,253322,253320,3,False,3;2111,23;5507,True
germain,5,253361,25336,,,,m0,2,253360,253362,4,False,3167,5;3167,True
germain,5,253381,25338,,,,m1,1,253382,253380,2,False,3;41;103,126691,True
germain,5,253481,25348,,,,m0,2,253480,253482,3,False,6337,5;6337,True
germain,5,253501,25350,,,,m1,1,253502,253500,2,False,3;13,126751,True
germain,5,253531,25353,,,,m1,1,253532,253530,1,True,3;313,241;263,True
germain,5,253601,25360,,,,m0,2,253600,253602,5,False,317,5;317,True
germain,5,253651,25365,,,,m1,1,253652,253650,1,True,3;19;89,7;9059,True
germain,5,253661,25366,,,,m0,2,253660,253662,2,False,11;1153,5;11;1153,True
germain,5,253681,25368,,,,m1,1,253682,253680,4,False,3;7;151,11;13;887,True
germain,5,253741,25374,,,,m1,1,253742,253740,2,False,3;4229,17;439,True
germain,5,253751,25375,,,,m0,2,253750,253752,1,True,7;29,5;7;29,True
germain,5,253801,25380,,,,m1,1,253802,253800,3,False,3;47,19;6679,True
germain,5,253811,25381,,,,m0,2,253810,253812,1,True,17;1493,5;17;1493,True
germain,5,253871,25387,,,,m0,2,253870,253872,1,True,53;479,5;53;479,True
germain,5,253901,25390,,,,m0,2,253900,253902,2,False,2539,5;2539,True
germain,5,253951,25395,,,,m1,1,253952,253950,1,True,3;1693,31,True
germain,5,254021,25402,,,,m0,2,254020,254022,2,False,13;977,5;13;977,True
germain,5,254041,25404,,,,m1,1,254042,254040,3,False,3;29;73,37;3433,True
germain,5,254071,25407,,,,m1,1,254072,254070,1,True,3;941,7;13;349,True
germain,5,254141,25414,,,,m0,2,254140,254142,2,False,97;131,5;97;131,True
germain,5,254161,25416,,,,m1,1,254162,254160,4,False,3;353,127081,True
germain,5,254281,25428,,,,m1,1,254282,254280,3,False,3;13;163,7;41;443,True
germain,5,254291,25429,,,,m0,2,254290,254292,1,True,59;431,5;59;431,True
germain,5,254461,25446,,,,m1,1,254462,254460,2,False,3;4241,13;9787,True
germain,5,254491,25449,,,,m1,1,254492,254490,1,True,3;17;499,7;61;149,True
germain,5,254731,25473,,,,m1,1,254732,254730,1,True,3;7;1213,43;1481,True
germain,5,254741,25474,,,,m0,2,254740,254742,2,False,47;271,5;47;271,True
germain,5,254791,25479,,,,m1,1,254792,254790,1,True,3;19;149,31849,True
germain,5,254831,25483,,,,m0,2,254830,254832,1,True,17;1499,5;17;1499,True
germain,5,254911,25491,,,,m1,1,254912,254910,1,True,3;29;293,7;569,True
germain,5,254941,25494,,,,m1,1,254942,254940,2,False,3;7;607,19;6709,True
germain,5,254971,25497,,,,m1,1,254972,254970,1,True,3;2833,63743,True
germain,5,255071,25507,,,,m0,2,255070,255072,1,True,23;1109,5;23;1109,True
germain,5,255121,25512,,,,m1,1,255122,255120,4,False,3;1063,7;18223,True
germain,5,255181,25518,,,,m1,1,255182,255180,2,False,3;4253,127591,True
germain,5,255191,25519,,,,m0,2,255190,255192,1,True,13;151,5;13;151,True
germain,5,255251,25525,,,,m0,2,255250,255252,1,True,1021,5;1021,True
germain,5,255361,25536,,,,m1,1,255362,255360,7,False,3;7;19,127681,True
germain,5,255371,25537,,,,m0,2,255370,255372,1,True,25537,5;25537,True
germain,5,255511,25551,,,,m1,1,255512,255510,1,True,3;17;167,19;41,True
germain,5,255551,25555,,,,m0,2,255550,255552,1,True,19;269,5;19;269,True
germain,5,255571,25557,,,,m1,1,255572,255570,1,True,3;7;1217,181;353,True
germain,5,255641,25564,,,,m0,2,255640,255642,3,False,7;11;83,5;7;11;83,True
germain,5,255841,25584,,,,m1,1,255842,255840,5,False,3;13;41,127921,True
germain,5,255851,25585,,,,m0,2,255850,255852,1,True,7;17;43,5;7;17;43,True
germain,5,255961,25596,,,,m1,1,255962,255960,3,False,3;79,7;47;389,True
germain,5,255971,25597,,,,m0,2,255970,255972,1,True,11;13;179,5;11;13;179,True
germain,5,256021,25602,,,,m1,1,256022,256020,2,False,3;17;251,13;43;229,True
germain,5,256031,25603,,,,m0,2,256030,256032,1,True,25603,5;25603,True
germain,5,256121,25612,,,,m0,2,256120,256122,3,False,19;337,5;19;337,True
germain,5,256181,25618,,,,m0,2,256180,256182,2,False,12809,5;12809,True
germain,5,256211,25621,,,,m0,2,256210,256212,1,True,25621,5;25621,True
germain,5,256301,25630,,,,m0,2,256300,256302,2,False,11;233,5;11;233,True
germain,5,256391,25639,,,,m0,2,256390,256392,1,True,25639,5;25639,True
germain,5,256441,25644,,,,m1,1,256442,256440,3,False,3;2137,128221,True
germain,5,256471,25647,,,,m1,1,256472,256470,1,True,3;83;103,32059,True
germain,5,256541,25654,,,,m0,2,256540,256542,2,False,101;127,5;101;127,True
germain,5,256561,25656,,,,m1,1,256562,256560,4,False,3;1069,163;787,True
germain,5,256651,25665,,,,m1,1,256652,256650,1,True,3;29;59,11;19;307,True
germain,5,256661,25666,,,,m0,2,256660,256662,2,False,41;313,5;41;313,True
germain,5,256721,25672,,,,m0,2,256720,256722,4,False,3209,5;3209,True
germain,5,256771,25677,,,,m1,1,256772,256770,1,True,3;317,23;2791,True
germain,5,256801,25680,,,,m1,1,256802,256800,5,False,3;107,7;13;17;83,True
germain,5,256831,25683,,,,m1,1,256832,256830,1,True,3;7;1223,4013,True
germain,5,256901,25690,,,,m0,2,256900,256902,2,False,7;367,5;7;367,True
germain,5,256931,25693,,,,m0,2,256930,256932,1,True,25693,5;25693,True
germain,5,256981,25698,,,,m1,1,256982,256980,2,False,3;4283,11;11681,True
germain,5,257141,25714,,,,m0,2,257140,257142,2,False,13;23;43,5;13;23;43,True
germain,5,257161,25716,,,,m1,1,257162,257160,3,False,3;2143,71;1811,True
germain,5,257171,25717,,,,m0,2,257170,257172,1,True,25717,5;25717,True
germain,5,257221,25722,,,,m1,1,257222,257220,2,False,3;1429,7;19;967,True
germain,5,257281,25728,,,,m1,1,257282,257280,8,False,3;67,197;653,True
germain,5,257311,25731,,,,m1,1,257312,257310,1,True,3;953,11;17;43,True
germain,5,257321,25732,,,,m0,2,257320,257322,3,False,7;919,5;7;919,True
germain,5,257351,25735,,,,m0,2,257350,257352,1,True,5147,5;5147,True
germain,5,257371,25737,,,,m1,1,257372,257370,1,True,3;23;373,37;47,True
germain,5,257381,25738,,,,m0,2,257380,257382,2,False,17;757,5;17;757,True
germain,5,257401,25740,,,,m1,1,257402,257400,3,False,3;11;13,179;719,True
germain,5,257501,25750,,,,m0,2,257500,257502,2,False,103,5;103,True
germain,5,257561,25756,,,,m0,2,257560,257562,3,False,47;137,5;47;137,True
germain,5,257591,25759,,,,m0,2,257590,257592,1,True,25759,5;25759,True
germain,5,257611,25761,,,,m1,1,257612,257610,1,True,3;31;277,64403,True
germain,5,257671,25767,,,,m1,1,257672,257670,1,True,3;7;409,31;1039,True
germain,5,257711,25771,,,,m0,2,257710,257712,1,True,25771,5;25771,True
germain,5,257731,25773,,,,m1,1,257732,257730,1,True,3;11;71,64433,True
germain,5,257791,25779,,,,m1,1,257792,257790,1,True,3;13;661,19;53,True
germain,5,257861,25786,,,,m0,2,257860,257862,2,False,12893,5;12893,True
germain,5,257921,25792,,,,m0,2,257920,257922,7,False,13;31,5;13;31,True
germain,5,257981,25798,,,,m0,2,257980,257982,2,False,12899,5;12899,True
germain,5,258031,25803,,,,m1,1,258032,258030,1,True,3;47;61,16127,True
germain,5,258061,25806,,,,m1,1,258062,258060,2,False,3;11;17;23,7;18433,True
germain,5,258101,25810,,,,m0,2,258100,258102,2,False,29;89,5;29;89,True
germain,5,258131,25813,,,,m0,2,258130,258132,1,True,83;311,5;83;311,True
germain,5,258161,25816,,,,m0,2,258160,258162,4,False,7;461,5;7;461,True
germain,5,258211,25821,,,,m1,1,258212,258210,1,True,3;19;151,64553,True
germain,5,258241,25824,,,,m1,1,258242,258240,6,False,3;269,129121,True
germain,5,258331,25833,,,,m1,1,258332,258330,1,True,3;79;109,17;29;131,True
germain,5,258421,25842,,,,m1,1,258422,258420,2,False,3;59;73,157;823,True
germain,5,258491,25849,,,,m0,2,258490,258492,1,True,25849,5;25849,True
germain,5,258521,25852,,,,m0,2,258520,258522,3,False,23;281,5;23;281,True
germain,5,258551,25855,,,,m0,2,258550,258552,1,True,5171,5;5171,True
germain,5,258581,25858,,,,m0,2,258580,258582,2,False,7;1847,5;7;1847,True
germain,5,258611,25861,,,,m0,2,258610,258612,1,True,11;2351,5;11;2351,True
germain,5,258631,25863,,,,m1,1,258632,258630,1,True,3;37;233,11;2939,True
germain,5,258691,25869,,,,m1,1,258692,258690,1,True,3;8623,7;9239,True
germain,5,258721,25872,,,,m1,1,258722,258720,5,False,3;7;11,129361,True
germain,5,258871,25887,,,,m1,1,258872,258870,1,True,3;8629,32359,True
germain,5,258971,25897,,,,m0,2,258970,258972,1,True,19;29;47,5;19;29;47,True
germain,5,258991,25899,,,,m1,1,258992,258990,1,True,3;89;97,16187,True
germain,5,259001,25900,,,,m0,2,259000,259002,3,False,7;37,5;7;37,True
germain,5,259121,25912,,,,m0,2,259120,259122,4,False,41;79,5;41;79,True
germain,5,259151,25915,,,,m0,2,259150,259152,1,True,71;73,5;71;73,True
germain,5,259201,25920,,,,m1,1,259202,259200,7,False,3,29;41;109,True
germain,5,259211,25921,,,,m0,2,259210,259212,1,True,7;23,5;7;23,True
germain,5,259271,25927,,,,m0,2,259270,259272,1,True,11;2357,5;11;2357,True
germain,5,259321,25932,,,,m1,1,259322,259320,3,False,3;2161,7;18523,True
germain,5,259381,25938,,,,m1,1,259382,259380,2,False,3;11;131,53;2447,True
germain,5,259411,25941,,,,m1,1,259412,259410,1,True,3;8647,64853,True
germain,5,259421,25942,,,,m0,2,259420,259422,2,False,7;17;109,5;7;17;109,True
germain,5,259451,25945,,,,m0,2,259450,259452,1,True,5189,5;5189,True
germain,5,259531,25953,,,,m1,1,259532,259530,1,True,3;41;211,7;13;23;31,True
germain,5,259621,25962,,,,m1,1,259622,259620,2,False,3;4327,11;11801,True
germain,5,259631,25963,,,,m0,2,259630,259632,1,True,7;3709,5;7;3709,True
germain,5,259681,25968,,,,m1,1,259682,259680,5,False,3;541,129841,True
germain,5,259691,25969,,,,m0,2,259690,259692,1,True,25969,5;25969,True
germain,5,259751,25975,,,,m0,2,259750,259752,1,True,1039,5;1039,True
germain,5,259771,25977,,,,m1,1,259772,259770,1,True,3;7;1237,101;643,True
germain,5,259781,25978,,,,m0,2,259780,259782,2,False,31;419,5;31;419,True
germain,5,259801,25980,,,,m1,1,259802,259800,3,False,3;433,129901,True
germain,5,259841,25984,,,,m0,2,259840,259842,8,False,7;29,5;7;29,True
germain,5,259991,25999,,,,m0,2,259990,259992,1,True,25999,5;25999,True
germain,5,260011,26001,,,,m1,1,260012,260010,1,True,3;107,65003,True
germain,5,260081,26008,,,,m0,2,260080,260082,4,False,3251,5;3251,True
germain,5,260111,26011,,,,m0,2,260110,260112,1,True,19;37,5;19;37,True
germain,5,260171,26017,,,,m0,2,260170,260172,1,True,26017,5;26017,True
germain,5,260191,26019,,,,m1,1,260192,260190,1,True,3;7;59,47;173,True
germain,5,260201,26020,,,,m0,2,260200,260202,3,False,1301,5;1301,True
germain,5,260231,26023,,,,m0,2,260230,260232,1,True,53;491,5;53;491,True
germain,5,260411,26041,,,,m0,2,260410,260412,1,True,26041,5;26041,True
germain,5,260441,26044,,,,m0,2,260440,260442,3,False,17;383,5;17;383,True
germain,5,260461,26046,,,,m1,1,260462,260460,2,False,3;1447,31;4201,True
germain,5,260551,26055,,,,m1,1,260552,260550,1,True,3;193,32569,True
germain,5,260581,26058,,,,m1,1,260582,260580,2,False,3;43;101,7;2659,True
germain,5,260651,26065,,,,m0,2,260650,260652,1,True,13;401,5;13;401,True
germain,5,260671,26067,,,,m1,1,260672,260670,1,True,3;8689,4073,True
germain,5,260761,26076,,,,m1,1,260762,260760,3,False,3;41;53,241;541,True
germain,5,260791,26079,,,,m1,1,260792,260790,1,True,3;8693,7;4657,True
germain,5,260861,26086,,,,m0,2,260860,260862,2,False,13043,5;13043,True
germain,5,260921,26092,,,,m0,2,260920,260922,3,False,11;593,5;11;593,True
germain,5,260941,26094,,,,m1,1,260942,260940,2,False,3;4349,11;29;409,True
germain,5,260951,26095,,,,m0,2,260950,260952,1,True,17;307,5;17;307,True
germain,5,261011,26101,,,,m0,2,261010,261012,1,True,43;607,5;43;607,True
germain,5,261031,26103,,,,m1,1,261032,261030,1,True,3;7;11;113,67;487,True
germain,5,261061,26106,,,,m1,1,261062,261060,2,False,3;19;229,130531,True
germain,5,261071,26107,,,,m0,2,261070,261072,1,True,26107,5;26107,True
germain,5,261101,26110,,,,m0,2,261100,261102,2,False,7;373,5;7;373,True
germain,5,261241,26124,,,,m1,1,261242,261240,3,False,3;7;311,130621,True
germain,5,261251,26125,,,,m0,2,261250,261252,1,True,11;19,5;11;19,True
germain,5,261271,26127,,,,m1,1,261272,261270,1,True,3;2903,11;2969,True
germain,5,261281,26128,,,,m0,2,261280,261282,5,False,23;71,5;23;71,True
germain,5,261301,26130,,,,m1,1,261302,261300,2,False,3;13;67,130651,True
germain,5,261431,26143,,,,m0,2,261430,261432,1,True,13;2011,5;13;2011,True
germain,5,261451,26145,,,,m1,1,261452,261450,1,True,3;7;83,163;401,True
germain,5,261581,26158,,,,m0,2,261580,261582,2,False,11;29;41,5;11;29;41,True
germain,5,261601,26160,,,,m1,1,261602,261600,5,False,3;109,11;23;47,True
germain,5,261631,26163,,,,m1,1,261632,261630,1,True,3;17;19,7;73,True
germain,5,261641,26164,,,,m0,2,261640,261642,3,False,31;211,5;31;211,True
germain,5,261721,26172,,,,m1,1,261722,261720,3,False,3;727,107;1223,True
germain,5,261761,26176,,,,m0,2,261760,261762,7,False,409,5;409,True
germain,5,261791,26179,,,,m0,2,261790,261792,1,True,47;557,5;47;557,True
germain,5,261881,26188,,,,m0,2,261880,261882,3,False,6547,5;6547,True
germain,5,261971,26197,,,,m0,2,261970,261972,1,True,17;23;67,5;17;23;67,True
germain,5,262051,26205,,,,m1,1,262052,262050,1,True,3;1747,7;191,True
germain,5,262111,26211,,,,m1,1,262112,262110,1,True,3;8737,8191,True
germain,5,262121,26212,,,,m0,2,262120,262122,3,False,6553,5;6553,True
germain,5,262151,26215,,,,m0,2,262150,262152,1,True,7;107,5;7;107,True
germain,5,262231,26223,,,,m1,1,262232,262230,1,True,3;8741,32779,True
germain,5,262261,26226,,,,m1,1,262262,262260,2,False,3;31;47,7;11;13;131,True
germain,5,262271,26227,,,,m0,2,262270,262272,1,True,26227,5;26227,True
germain,5,262321,26232,,,,m1,1,262322,262320,4,False,3;1093,31;4231,True
germain,5,262331,26233,,,,m0,2,262330,262332,1,True,37;709,5;37;709,True
germain,5,262351,26235,,,,m1,1,262352,262350,1,True,3;11;53,19;863,True
germain,5,262391,26239,,,,m0,2,262390,262392,1,True,19;1381,5;19;1381,True
germain,5,262411,26241,,,,m1,1,262412,262410,1,True,3;8747,17;227,True
germain,5,262501,26250,,,,m1,1,262502,262500,2,False,3;7,131251,True
germain,5,262511,26251,,,,m0,2,262510,262512,1,True,26251,5;26251,True
germain,5,262541,26254,,,,m0,2,262540,262542,2,False,13127,5;13127,True
germain,5,262621,26262,,,,m1,1,262622,262620,2,False,3;1459,131311,True
germain,5,262651,26265,,,,m1,1,262652,262650,1,True,3;17;103,13;5051,True
germain,5,262681,26268,,,,m1,1,262682,262680,3,False,3;11;199,7;29;647,True
germain,5,262741,26274,,,,m1,1,262742,262740,2,False,3;29;151,131371,True
germain,5,262781,26278,,,,m0,2,262780,262782,2,False,7;1877,5;7;1877,True
germain,5,262901,26290,,,,m0,2,262900,262902,2,False,11;239,5;11;239,True
germain,5,262981,26298,,,,m1,1,262982,262980,2,False,3;487,23;5717,True
germain,5,263071,26307,,,,m1,1,263072,263070,1,True,3;37;79,8221,True
germain,5,263101,26310,,,,m1,1,263102,263100,2,False,3;877,7;18793,True
germain,5,263111,26311,,,,m0,2,263110,263112,1,True,83;317,5;83;317,True
germain,5,263171,26317,,,,m0,2,263170,263172,1,True,26317,5;26317,True
germain,5,263191,26319,,,,m1,1,263192,263190,1,True,3;31;283,167;197,True
germain,5,263201,26320,,,,m0,2,263200,263202,5,False,7;47,5;7;47,True
germain,5,263401,26340,,,,m1,1,263402,263400,3,False,3;439,131701,True
germain,5,263411,26341,,,,m0,2,263410,263412,1,True,7;53;71,5;7;53;71,True
germain,5,263491,26349,,,,m1,1,263492,263490,1,True,3;8783,19;3467,True
germain,5,263521,26352,,,,m1,1,263522,263520,5,False,3;61,7;2689,True
germain,5,263561,26356,,,,m0,2,263560,263562,3,False,11;599,5;11;599,True
germain,5,263591,26359,,,,m0,2,263590,263592,1,True,43;613,5;43;613,True
germain,5,263611,26361,,,,m1,1,263612,263610,1,True,3;29;101,59;1117,True
germain,5,263621,26362,,,,m0,2,263620,263622,2,False,7;269,5;7;269,True
germain,5,263651,26365,,,,m0,2,263650,263652,1,True,5273,5;5273,True
germain,5,263761,26376,,,,m1,1,263762,263760,4,False,3;7;157,43;3067,True
germain,5,263821,26382,,,,m1,1,263822,263820,2,False,3;4397,13;73;139,True
germain,5,263881,26388,,,,m1,1,263882,263880,3,False,3;733,131941,True
germain,5,263911,26391,,,,m1,1,263912,263910,1,True,3;19;463,11;2999,True
germain,5,263941,26394,,,,m1,1,263942,263940,2,False,3;53;83,7;17;1109,True
germain,5,263951,26395,,,,m0,2,263950,263952,1,True,5279,5;5279,True
germain,5,264031,26403,,,,m1,1,264032,264030,1,True,3;13;677,37;223,True
germain,5,264071,26407,,,,m0,2,264070,264072,1,True,26407,5;26407,True
germain,5,264091,26409,,,,m1,1,264092,264090,1,True,3;8803,103;641,True
germain,5,264101,26410,,,,m0,2,264100,264102,2,False,19;139,5;19;139,True
germain,5,264211,26421,,,,m1,1,264212,264210,1,True,3;8807,13;5081,True
germain,5,264221,26422,,,,m0,2,264220,264222,2,False,11;1201,5;11;1201,True
germain,5,264301,26430,,,,m1,1,264302,264300,2,False,3;881,132151,True
germain,5,264331,26433,,,,m1,1,264332,264330,1,True,3;11;89,66083,True
germain,5,264371,26437,,,,m0,2,264370,264372,1,True,26437,5;26437,True
germain,5,264391,26439,,,,m1,1,264392,264390,1,True,3;7;1259,33049,True
germain,5,264581,26458,,,,m0,2,264580,264582,2,False,13229,5;13229,True
germain,5,264601,26460,,,,m1,1,264602,264600,3,False,3;7,13;10177,True
germain,5,264631,26463,,,,m1,1,264632,264630,1,True,3;8821,19;1741,True
germain,5,264731,26473,,,,m0,2,264730,264732,1,True,23;1151,5;23;1151,True
germain,5,264791,26479,,,,m0,2,264790,264792,1,True,26479,5;26479,True
germain,5,264811,26481,,,,m1,1,264812,264810,1,True,3;7;13;97,239;277,True
germain,5,264871,26487,,,,m1,1,264872,264870,1,True,3;109,113;293,True
